frame_proc,global_id,team_id,distance_m,ball_x_m,ball_y_m,player_x_m,player_y_m,ball_source
106,10,team_0,1.1161,28.29361806721723,5.083647762042472,27.566967922031953,5.930824245821492,observed
107,10,team_0,1.3396,28.382906124850358,4.9362590808843105,27.565279377035445,5.997385279118055,observed
108,10,team_0,1.2358,28.409900804585117,4.927109351725478,27.621991135038236,5.879121642867567,observed
109,10,team_0,1.1685,28.41847853529595,5.040592972440265,27.65991656460112,5.929387034848313,observed
110,10,team_0,1.354,28.437989526703053,5.051745663677077,27.63228343531098,6.13996495642917,observed
111,18,team_0,1.3813,28.523408584609456,5.040771704853871,28.333506286686493,6.408944404653404,observed
112,18,team_0,1.2936,28.49605764138062,5.180578696008219,28.31405972743001,6.461344887463953,observed
113,18,team_0,1.2297,28.494469437184282,5.201533844655714,28.304154317478762,6.416392876807423,observed
114,18,team_0,1.2133,28.508247295276107,5.229098669959092,28.30676329452805,6.425506516171327,observed
115,18,team_0,1.0396,28.476726979276055,5.213169490470392,28.346139141305255,6.244549465444491,observed
116,18,team_0,0.9313,28.662381355071393,5.273982442114831,28.56362849223749,6.200062304891517,observed
117,18,team_0,0.8922,28.676147971023152,5.337115271954177,28.589866446365022,6.225087694419254,observed
118,18,team_0,0.8954,28.622354631518757,5.397600340452773,28.539175037138612,6.289156045927117,observed
119,18,team_0,0.9161,28.57425073449429,5.3163906827170955,28.473384462256945,6.22696141673681,observed
120,18,team_0,0.8301,28.556570821943723,5.350215396689881,28.471648010104644,6.17599172916483,observed
121,18,team_0,0.7886,28.74176028704875,5.469760432249236,28.662653159443828,6.254411728016076,observed
122,18,team_0,0.818,28.71129277515646,5.421811202549693,28.661763509012648,6.238330716749762,observed
123,18,team_0,0.7528,28.66635162633391,5.369637703041146,28.657594205068676,6.122350337751151,observed
124,18,team_0,0.6848,28.602166850722888,5.306120791302996,28.62395234700581,5.990606633317109,observed
130,10,team_0,0.9678,28.68245357036135,5.164005858494309,28.128925352889606,5.957828626027589,observed
131,10,team_0,1.0001,28.78728139779343,5.135868239279558,28.221323094107515,5.960435381889822,observed
132,10,team_0,0.8362,28.751510783252694,5.252648924430043,28.25435052967009,5.925032659861487,observed
133,10,team_0,0.7635,28.71856123976133,5.256993778795828,28.22209023433729,5.837064607659209,observed
134,10,team_0,0.7522,28.66955046803219,5.372989394494927,28.17775535297984,5.94214176267409,observed
135,10,team_0,0.862,28.696041147384495,5.354619906137476,28.179785696976914,6.044942984516416,observed
136,10,team_0,0.9061,28.777114663695773,5.364511704226035,28.24696681349354,6.099316530340171,observed
137,10,team_0,0.9822,28.74780591241831,5.361635533285027,28.196980537239853,6.174901540802435,observed
138,18,team_0,1.0758,28.689740246016786,5.420927721979075,28.650757214350687,6.495974116010594,observed
139,18,team_0,1.0707,28.678461410583665,5.456440435770493,28.644031273481545,6.526605438433693,observed
140,18,team_0,0.9953,28.703585379850008,5.478475147149782,28.710228746215673,6.473770718896008,observed
141,18,team_0,0.9544,28.749477574711555,5.55248386041054,28.771492616295394,6.506602897940865,observed
142,18,team_0,0.9135,28.740115257681307,5.589556898627569,28.777124978702638,6.502290351195151,observed
143,18,team_0,0.8598,28.71047736365394,5.595767294127418,28.778422123480123,6.452841959772108,observed
144,18,team_0,0.7842,28.675302498938795,5.679799711733606,28.77929695476822,6.457114181195737,observed
145,18,team_0,0.7312,28.6866765152496,5.694665904838871,28.81737472775769,6.414095219709616,observed
148,10,team_0,0.661,28.698627925221384,5.7340690929436,28.24424694919766,6.214173077177729,observed
149,10,team_0,0.5988,28.723590407116617,5.736306801319413,28.306961886008622,6.166411322296957,observed
150,10,team_0,0.5389,28.74083411595357,5.724033978215485,28.376849264655817,6.121482511518134,observed
151,10,team_0,0.5204,28.78177615311052,5.73355899266699,28.43701929228512,6.123327408124526,observed
152,10,team_0,0.4818,28.729458778782487,5.819719733551254,28.41591375561763,6.1855954760031215,observed
153,10,team_0,0.4807,28.739761732038648,5.8440581625734795,28.42429485708527,6.206811739669601,observed
154,10,team_0,0.4498,28.744927124278377,5.925914959746232,28.458683887039548,6.272867703250918,observed
155,18,team_0,0.3917,28.7314485881336,6.007844613386969,28.944525538946795,6.336526741353383,observed
156,18,team_0,0.3562,28.75574726992096,6.016996531263262,28.978709115056937,6.294837227908503,observed
157,18,team_0,0.3029,28.728649620040013,6.035909916188085,29.005078133063314,6.159866507934667,observed
166,3,team_1,0.5294,27.52641999694913,7.160158055509853,27.204314519298975,6.740050733854444,observed
167,3,team_1,0.4143,27.435046290548183,7.1717681685470085,27.22841929529662,6.812725901939392,observed
168,3,team_1,0.4761,27.300745413543716,7.1582251930444265,27.30431092749527,6.682104264384594,observed
169,3,team_1,0.5495,27.104917730983836,7.345746105898483,27.318269435069084,6.8393543497260065,observed
170,3,team_1,0.8903,26.866576501791542,7.694437412412266,27.3353195270236,6.937533490311078,observed
171,3,team_1,1.0063,26.79379030295259,7.808244195289426,27.34179782433894,6.964198615527233,observed
172,3,team_1,1.339,26.630807573182746,8.11700784965668,27.371493364979944,7.001557243845635,observed
173,3,team_1,1.3565,26.518268102824575,8.083516733603588,27.412381981650668,7.063354708370506,observed
238,20,team_0,1.4642,20.941205588723243,14.530214950395628,22.082538661228924,15.447412471161801,observed
239,20,team_0,1.2401,20.85893913356977,14.635448920690449,21.92847815859536,15.263096303918774,observed
240,20,team_0,1.1358,20.79475474959717,14.699267345044863,21.80275526998,15.222719216435193,observed
241,20,team_0,1.1062,20.64946174077607,14.708082974108276,21.641912488211904,15.196619889438836,observed
242,20,team_0,0.9952,20.623847737553874,14.825940519940696,21.553957348190075,15.179865889571609,observed
243,20,team_0,0.9012,20.557523343128388,14.878761013587333,21.397450124948552,15.20536117187273,observed
244,20,team_0,0.8111,20.498989286007713,15.022633015413698,21.27958296022312,15.2428484677723,observed
245,20,team_0,0.7369,20.434942526346376,15.110086230645434,21.145269504803206,15.306062033040881,observed
246,20,team_0,0.7188,20.290194895577695,15.151778208308542,20.98561141833234,15.333586445855802,observed
247,20,team_0,0.7088,20.250178091019407,15.205142601946454,20.89838327663674,15.491831274378741,observed
248,20,team_0,0.8364,20.17949968279296,15.205318473331811,20.862556377151282,15.687979456767719,observed
249,20,team_0,0.7787,20.11994943317604,15.327441224041232,20.774411545353868,15.749343389898208,observed
250,20,team_0,0.7217,20.05845700572121,15.445076215655249,20.685536736389484,15.802244058427855,observed
251,20,team_0,0.6975,19.923829543300204,15.50251490293021,20.54216323791882,15.82529936528243,observed
252,20,team_0,0.6466,19.881453618768365,15.566214076100016,20.481015228009124,15.808248340645314,observed
253,20,team_0,0.5477,19.836125131520287,15.661049979018765,20.379303627890508,15.731335305780268,observed
254,20,team_0,0.5033,19.768377182224707,15.73099094218167,20.269428741946825,15.778707238955047,observed
255,20,team_0,0.5446,19.716097396594527,15.834435379982635,20.243372282767304,15.970700446896759,observed
256,20,team_0,0.5768,19.57833099642362,15.878523884871145,20.12821732086589,16.05280800472935,observed
257,20,team_0,0.5399,19.52662302998547,15.956802671263025,20.05002496367113,16.089193647061126,observed
258,20,team_0,0.5259,19.46370668730086,16.03715830814659,19.975792776450522,16.156785301761715,observed
259,20,team_0,0.5169,19.40672500001091,16.126562106378504,19.92115251287398,16.176675506312698,observed
260,20,team_0,0.4882,19.383799268555233,16.232126146522397,19.870599753481113,16.19535454805902,observed
261,20,team_0,0.4928,19.25625190912749,16.286712463588138,19.744347962315764,16.21896305982574,observed
262,20,team_0,0.4716,19.210629449624655,16.328256499630065,19.657809889483595,16.17832522707442,observed
263,20,team_0,0.4701,19.157238310634227,16.41292486744516,19.580746156930125,16.208921065307873,observed
264,20,team_0,0.4983,19.094918417991288,16.48683181385963,19.591961484792574,16.522224728149013,observed
265,20,team_0,0.6278,19.039593518768108,16.565509722919195,19.606229677620497,16.835728920400364,observed
266,20,team_0,0.6912,18.92446619296448,16.62975774395834,19.51657292193969,16.986431680575386,observed
267,20,team_0,0.7122,18.89017085073098,16.711978881326132,19.487971227281296,17.099190300008487,observed
268,20,team_0,0.6789,18.84103801353448,16.785753583972042,19.416483694250836,17.145957231248104,observed
269,20,team_0,0.6315,18.781048595493324,16.869075545066373,19.341460713134236,17.160062534281174,observed
270,20,team_0,0.5719,18.72126630486809,16.940982812025776,19.259349670486582,17.1346550041535,observed
271,20,team_0,0.5588,18.604357157902804,17.01235239271136,19.140135138075767,17.171106425777616,observed
272,20,team_0,0.5526,18.577654762238694,17.079944036688012,19.110416368768583,17.226842947936564,observed
273,20,team_0,0.5122,18.520859099050845,17.167247627109194,19.024548267580872,17.26010079423948,observed
274,20,team_0,0.5287,18.478060120102757,17.243825550561105,18.97412871433899,17.426569651200357,observed
275,20,team_0,0.6475,18.438351288742904,17.368837835421253,18.950750409200683,17.76465715494438,observed
276,20,team_0,0.7097,18.324803502737144,17.444038171440738,18.85377513050266,17.917141057893083,observed
277,20,team_0,0.7087,18.311373330446795,17.561903699667923,18.807730292516982,18.06770238914475,observed
278,20,team_0,0.7617,18.244328376596766,17.612879903395843,18.702698662681158,18.221188074112394,observed
279,20,team_0,0.7481,18.195364624890825,17.65915731844302,18.62416231449565,18.272169530965705,observed
283,20,team_0,0.8705,18.068338503995864,17.66615036734288,18.509160872151547,18.416810163425453,observed
284,20,team_0,0.9109,18.05334881158311,17.669480699480314,18.503073490314478,18.46163629305301,observed
285,20,team_0,0.8766,18.05593971460021,17.690566611406307,18.460810114387368,18.46803026254086,observed
286,20,team_0,0.8804,18.00033396505263,17.710342279799665,18.40135510410264,18.49411920652787,observed
299,20,team_0,0.9229,17.40147316238613,17.501528934960785,18.008115419127297,18.197101205871224,observed
300,20,team_0,0.9539,17.358560514024738,17.452051591320398,17.9714752681172,18.183045377180235,observed
301,20,team_0,0.9617,17.327565688746425,17.45472617882575,17.943971915928387,18.192955592621157,observed
302,20,team_0,0.9604,17.30192655639122,17.454824207220895,17.916822972570387,18.192554954756897,observed
303,20,team_0,0.951,17.261560598967638,17.40075248452988,17.85026398749386,18.14767353359061,observed
304,20,team_0,0.8223,17.21271793219135,17.370385934552687,17.74694319514085,17.995534700043283,observed
305,20,team_0,0.7745,17.13928475866376,17.330414939997883,17.664244532408155,17.899801252034774,observed
306,20,team_0,0.7524,17.09112247226226,17.32569182596868,17.612736322957463,17.86791759941683,observed
307,20,team_0,0.7559,17.040961714991607,17.30566521635496,17.576790545714815,17.838877354895835,observed
308,20,team_0,0.8117,16.964407801419654,17.22984819899086,17.54154418536949,17.800554749240128,observed
309,20,team_0,0.8207,16.925691633577422,17.19090062281362,17.490131958212444,17.786718303236007,observed
310,20,team_0,0.867,16.897450564799257,17.19868448902589,17.440958788694637,17.874205086447166,observed
311,20,team_0,0.8848,16.86942909779891,17.206943085977382,17.40471204569038,17.911409017331145,observed
312,20,team_0,0.9169,16.84556095769033,17.19027682275407,17.384307911250513,17.93224068570755,observed
313,20,team_0,0.9832,16.808548215376256,17.17658882271662,17.383202674954685,17.974319387241195,observed
314,20,team_0,0.8861,16.736564867424168,17.192750305531707,17.29107508258381,17.88388934422828,observed
315,20,team_0,0.8836,16.647320837964603,17.220505237554235,17.23581002152815,17.879560759142976,observed
316,20,team_0,0.8965,16.6024539008375,17.244043518291978,17.21304517819891,17.90047781272718,observed
317,20,team_0,0.8479,16.564862326386496,17.303994297081438,17.16612411712281,17.901792341418822,observed
318,20,team_0,0.9785,16.463825510683748,17.29915882626898,17.16537051833119,17.981247910002793,observed
319,20,team_0,1.0604,16.39045430570818,17.29546387369256,17.14881846329205,18.03663690869642,observed
320,20,team_0,1.1131,16.333944745655014,17.30348841639272,17.141088506946012,18.070031922581887,observed
321,20,team_0,1.1297,16.30651049023261,17.310143694570414,17.13062228177451,18.08291170250511,observed
322,3,team_1,1.1141,16.26914554417294,17.33556541086664,15.197707880208894,17.6410672722677,observed
323,3,team_1,1.0582,16.200744043260276,17.33761317277793,15.198594972239784,17.67735346436837,observed
324,3,team_1,1.005,16.137933386441045,17.349871030101337,15.197249555635905,17.70361395359993,observed
325,20,team_0,0.8711,16.0956555460085,17.391392882451033,16.822385718772757,17.871670295996942,observed
326,20,team_0,0.7806,16.08214354125601,17.428179783105673,16.751068210015315,17.830605517755814,observed
327,20,team_0,0.779,16.018458139974864,17.372137779348723,16.634357802864873,17.84919671006846,observed
328,20,team_0,0.7872,15.948270715660923,17.3545247969909,16.54808021464017,17.864277828236162,observed
329,20,team_0,0.8198,15.879543850996996,17.351208994989936,16.503298674872557,17.883148457749854,observed
330,20,team_0,0.793,15.828265568574794,17.369248271688093,16.45373807167513,17.85674422921366,observed
331,20,team_0,0.7826,15.809192728553528,17.381358780086998,16.434303240399657,17.852125550669818,observed
332,20,team_0,0.9795,15.722871533165529,17.265596064685916,16.47953118566075,17.88761571117057,observed
338,3,team_1,0.8863,15.485981772873812,17.324072245332957,14.758241002113426,17.829903916772828,observed
339,3,team_1,0.6958,15.36786609529919,17.441675947774176,14.726495644292065,17.711500045824064,interpolated
340,3,team_1,0.5445,15.249680636174396,17.559281964583374,14.710257870164476,17.63376085761031,interpolated
341,3,team_1,0.4561,15.135390080650375,17.678704903199073,14.688122658607924,17.589314359836134,observed
348,20,team_0,1.099,14.457513603938063,18.592718771769608,15.55640955664491,18.580211992078432,observed
349,20,team_0,1.0477,14.338421924495082,18.694353284737584,15.385969833215126,18.71252446641262,observed
350,20,team_0,1.0011,14.224296205996804,18.813719286171786,15.22539059571148,18.814344136022278,observed
351,20,team_0,0.9815,14.190847767432402,18.853204305082393,15.172386679195817,18.855174271179273,observed
352,20,team_0,0.9886,14.13039646113215,18.92094290139167,15.118303241067474,18.883771809093016,observed
353,20,team_0,0.9827,14.030386410801029,19.011281528267414,15.005747131564233,18.891689527274682,observed
354,20,team_0,0.8694,13.937089237400372,19.121952577751212,14.755580026821786,18.828794062835303,observed
355,20,team_0,0.8187,13.857837559563363,19.238430494874294,14.598965644592353,18.890674547262208,observed
356,20,team_0,0.8019,13.829542734573964,19.269624310903172,14.541347110567582,18.900413606319443,observed
357,20,team_0,0.8744,13.74765389408645,19.348003311015216,14.554531898920654,19.010977426670372,observed
358,20,team_0,0.885,13.657051610584345,19.435785541259865,14.463759773948865,19.0718838430769,observed
359,20,team_0,0.954,13.562699082113689,19.52890317912114,14.452097563980203,19.183736994070937,observed
360,20,team_0,0.991,13.460846889770018,19.62151348345567,14.38006379851368,19.251149895734315,observed
361,20,team_0,0.9997,13.430729189716539,19.665887636123408,14.357406010288601,19.29088485347442,observed
362,20,team_0,1.0223,13.362453811765732,19.755239323227954,14.33162945955242,19.42988156013586,observed
363,20,team_0,1.0465,13.272338444514341,19.844285227288115,14.276172967494375,19.548349908364436,observed
364,20,team_0,1.0275,13.18655993209923,19.954975734037866,14.176790679397087,19.68069417474905,observed
365,20,team_0,0.9544,13.100335013077382,20.067440146757562,14.01688204978732,19.80140889463926,observed
366,20,team_0,0.9369,13.063761684419507,20.099285816768457,13.962300256052085,19.833927185329088,observed
367,20,team_0,0.9333,12.994460087902812,20.175520581216034,13.881965861626329,19.886801366987527,observed
368,20,team_0,0.9703,12.905552291824788,20.264233448606475,13.832394578744895,19.97721585433853,observed
369,20,team_0,1.0227,12.814445128213443,20.36401234125853,13.807574864251793,20.11978036993003,observed
370,20,team_0,0.9608,12.731760076217952,20.464116550004682,13.66940599711055,20.254566034088292,observed
371,20,team_0,0.9366,12.701932299779953,20.498336019834976,13.617439333610575,20.30064690557679,observed
372,20,team_0,0.8151,12.633593815347764,20.57852941509459,13.434713766373694,20.42825362559788,observed
373,20,team_0,0.8863,12.541457300534487,20.661115926195492,13.427790404345945,20.655806706266908,observed
374,20,team_0,1.0103,12.4722228379449,20.757051264101634,13.473594751436993,20.89140965498297,observed
375,20,team_0,1.039,12.404778203106439,20.865067222299594,13.426552512659306,21.05366035841869,observed
376,20,team_0,1.0553,12.380054520065753,20.903879646852253,13.415086509126104,21.109742862011526,observed
377,20,team_0,1.0517,12.310134090405956,20.980246511136276,13.339971410473593,21.19347333420249,observed
378,20,team_0,0.9303,12.241509376664684,21.07939839541383,13.14276271587114,21.309990776596536,observed
379,20,team_0,0.8321,12.159824871856307,21.177057795029036,12.960583213766995,21.403363554604926,observed
380,20,team_0,0.7914,12.100490582712206,21.25101124366288,12.872504894596512,21.425237400862837,observed
381,20,team_0,0.792,12.08409201215456,21.275356591829425,12.861706981542945,21.425613397573578,observed
382,20,team_0,0.7579,12.09452216657348,21.31571003689245,12.842704825947076,21.436492937163,observed
383,20,team_0,0.8046,12.087207840759907,21.318597014865002,12.869938065829912,21.50491672068038,observed
384,20,team_0,0.4841,12.079465076507612,21.33364537787152,12.555942742869169,21.418982816746983,observed
385,20,team_0,0.1907,12.10673138181768,21.350535210678256,11.966225001820208,21.221622333488394,observed
386,20,team_0,0.4356,12.118779080573454,21.353520535209285,11.742520797468853,21.134125549682683,observed
387,20,team_0,0.4465,12.09125813409885,21.37003872276307,11.69632921154305,21.161725399245338,observed
388,0,team_1,0.4528,12.048264688713092,21.36319387693569,12.07476533696295,20.911195569837886,observed
389,0,team_1,0.4834,12.001894153576101,21.350751395691752,11.904178535498096,20.87728739248126,observed
390,0,team_1,0.4376,11.957606683339668,21.33628053877402,11.891460316248445,20.903725081700898,observed
391,0,team_1,0.4224,11.947203056606364,21.334075109250588,11.892384353532114,20.915276457113645,observed
392,0,team_1,0.402,11.944666411779169,21.33944140673257,11.815219833343992,20.958880393182113,observed
393,0,team_1,0.4685,11.978625103285756,21.368163844575054,11.670825217251254,21.01490478293182,observed
394,0,team_1,0.544,12.002731971813725,21.3921095873148,11.571888335441397,21.06000772690276,observed
395,0,team_1,0.5461,12.02881707988299,21.418604687063226,11.594531780504603,21.087581577610862,observed
396,0,team_1,0.5428,12.041645352360948,21.429085674076596,11.609534689088628,21.100528380828184,observed
397,0,team_1,0.5657,12.056857835235942,21.446557172929687,11.61801088068708,21.089536824156387,observed
398,0,team_1,0.5575,12.069810752210579,21.46546283366024,11.688970241789821,21.058307476944936,observed
399,0,team_1,0.3071,12.084421789365205,21.483823371872557,12.374084572599282,21.381832806693374,observed
400,0,team_1,0.2342,12.048375306647836,21.474874319360435,12.129356985915253,21.2551211341744,observed
401,0,team_1,0.2648,12.033661451607014,21.468668119534104,12.03001590295021,21.203846582844537,observed
405,0,team_1,0.0717,12.340586437775496,21.51283957240587,12.326645461879863,21.44255368577759,observed
406,0,team_1,0.0732,12.380937682265957,21.523861033418992,12.361522289289098,21.453266623196296,observed
407,0,team_1,0.125,12.437812411109812,21.496797206083542,12.344856399326932,21.41326772258532,observed
408,0,team_1,0.2022,12.550342054291308,21.47758748584499,12.395619505413665,21.347443066880086,observed
409,0,team_1,0.1708,12.7057716512708,21.477247891014045,12.593250412624235,21.34879989647491,observed
410,0,team_1,0.1714,12.80392299137953,21.454848727844563,12.701049980858638,21.317704543753152,observed
411,0,team_1,0.1721,12.840066292618557,21.450195501874486,12.746648551929441,21.305709738188163,observed
412,0,team_1,0.5129,12.940718104870944,21.452423518144375,12.547685514307256,21.12290930286614,observed
413,0,team_1,0.4415,13.02368235580114,21.45133219793144,12.67954802636688,21.1746999269352,observed
414,0,team_1,0.3686,13.094158492158778,21.442933122971706,12.803692898676474,21.215961273993347,observed
415,0,team_1,0.3725,13.151009969613659,21.43966295539955,12.86025258881001,21.206867385402195,observed
416,0,team_1,0.3701,13.17266550177123,21.441827016544917,12.886064099639285,21.207730034394526,observed
417,13,team_0,0.4324,13.227109546360852,21.45044709893798,12.873588135979016,21.69948758651464,observed
418,13,team_0,0.3985,13.28703167331883,21.46233769356327,12.941439906044351,21.6608013388675,observed
419,13,team_0,0.3949,13.353642527254637,21.477883271601613,12.993444928281372,21.639690436496814,observed
420,13,team_0,0.3973,13.393833194136393,21.474970341242166,13.022105728175665,21.61532116344444,observed
421,13,team_0,0.3999,13.402292765103855,21.46895607169645,13.023694585434216,21.597798289451564,observed
422,13,team_0,0.4543,13.438965321732322,21.464964831422595,12.991943764481167,21.545990718633085,observed
423,0,team_1,0.5868,13.470603063866296,21.45324759054004,13.19574785732396,20.934810558396315,observed
424,0,team_1,0.4507,13.53286280940836,21.46239245741967,13.38980147727241,21.035022771474182,observed
425,0,team_1,0.4205,13.578119555313739,21.462366364959195,13.470718677110288,21.05576659114892,observed
426,0,team_1,0.4043,13.590086968358913,21.4595636000503,13.500656880714821,21.065276072908077,observed
427,0,team_1,0.4245,13.623043709368913,21.45866035894293,13.550672698648,21.04041788364865,observed
428,0,team_1,0.4532,13.654789237775315,21.45491074872251,13.617211123699189,21.003275282231133,observed
429,13,team_0,0.4909,13.707395590520003,21.462867028326105,13.216680706568573,21.450456718645103,observed
430,13,team_0,0.4011,13.749628077084035,21.462225543595938,13.34921332497932,21.437988384401923,observed
431,13,team_0,0.3891,13.770077505361465,21.470027858788043,13.382458135148756,21.435909786890853,observed
432,13,team_0,0.4001,13.79958887630162,21.47902361597706,13.40014371273723,21.456465176372248,observed
433,13,team_0,0.3955,13.821456457063839,21.478501228352286,13.426179510379532,21.463878131453296,observed
434,0,team_1,0.395,13.921075707051237,21.494724127165217,14.045751883410466,21.119866832942705,observed
435,0,team_1,0.2123,14.340113932985087,21.54405840981434,14.356489010621628,21.33243526745529,observed
436,0,team_1,0.1955,14.333138430712774,21.555137346210206,14.452439868934878,21.40026379772926,observed
441,0,team_1,0.4593,15.44415395080264,21.493404279286956,14.98773176241615,21.544742773483648,observed
442,0,team_1,0.5102,15.582329944656456,21.44973130074941,15.07396569844466,21.49305942717371,observed
443,0,team_1,0.617,15.780445348401567,21.403886329206774,15.164993342380097,21.4473121355759,observed
444,0,team_1,0.6528,15.98086695091726,21.358504881045558,15.33733280675741,21.46780784463405,observed
445,0,team_1,0.5449,16.15703255220208,21.311393335436197,15.665963575565245,21.547649010677308,observed
446,0,team_1,0.5003,16.203400264094086,21.292797548787824,15.790200808990452,21.574839393073113,observed
766,0,team_1,0.8002,13.663009470967047,12.94972738393368,12.995220690528512,13.39053362209736,observed
767,0,team_1,0.9202,13.836713579882858,13.019621082122043,13.033769369318012,13.469210518442958,observed
768,0,team_1,0.9446,13.930299709533084,12.946149993098532,13.076765642482828,13.350805083898349,observed
769,0,team_1,0.8959,14.09939287407413,12.952957200930912,13.299738948702498,13.356900449835855,observed
770,0,team_1,0.9073,14.212583795142772,12.798324060500109,13.390971725846772,13.183151885692414,observed
771,0,team_1,0.9162,13.992213803053,12.889423949958774,13.164049573127985,13.281190579403022,observed
772,0,team_1,0.9637,14.145557001652238,12.912552199099531,13.259822073192945,13.292254109366478,observed
773,0,team_1,0.9775,14.283184651372878,12.945178068008385,13.361299167325894,13.270332657687378,observed
