transition_id,from_global_id,to_global_id,from_team_id,to_team_id,release_frame_proc,receive_frame_proc,receive_confirmed_frame_proc,transfer_gap_frames,source_evidence_frames,receiver_evidence_frames,start_x_m,start_y_m,end_x_m,end_y_m,dx_m,dy_m,displacement_m,classification,release_time_seconds,receive_time_seconds
267,3,2,team_1,team_0,57575,57576,57578,0,7,3,14.88624725430167,8.389785151712431,14.917272919280203,8.39268098285611,0.03102566497853232,0.002895831143678862,0.031,opponent_possession_change,1919.167,1919.2
268,1,16,team_1,team_1,57699,57721,57723,21,4,3,11.800363945466325,0.2748539792090079,10.351840220194843,0.49062393135016735,-1.4485237252714818,0.21576995214115946,1.465,same_team_directed_transition,1923.3,1924.033
269,11,12,team_1,team_0,58195,58196,58198,0,4,11,12.012889254854038,15.094979583836361,12.571587015526013,15.699666927158196,0.5586977606719756,0.6046873433218352,0.823,opponent_possession_change,1939.833,1939.867
270,12,2,team_0,team_0,58223,58226,58228,2,3,10,16.28005040622594,19.327467101806462,16.66726642905946,19.70507070503812,0.3872160228335204,0.377603603231659,0.541,same_team_directed_transition,1940.767,1940.867
271,1,0,team_1,team_1,58339,58369,58371,29,13,14,27.04044709853582,20.30898684554231,27.15884374090748,17.611035370628233,0.11839664237165692,-2.6979514749140776,2.701,same_team_directed_transition,1944.633,1945.633
272,0,3,team_1,team_1,58382,58417,58419,34,14,3,27.426000351111536,16.418449617670465,28.282339979369034,14.460224491503118,0.8563396282574978,-1.9582251261673473,2.137,same_team_directed_transition,1946.067,1947.233
273,3,18,team_1,team_0,58419,58420,58422,0,3,5,28.3764696698682,14.324160717223597,28.48261110329275,14.229473790579423,0.10614143342455051,-0.09468692664417411,0.142,opponent_possession_change,1947.3,1947.333
274,18,6,team_0,team_1,58424,58458,58460,33,5,4,28.8106566404379,13.974835470388948,31.67401448939042,13.133793726382919,2.8633578489525178,-0.8410417440060289,2.984,opponent_possession_change,1947.467,1948.6
275,6,14,team_1,team_0,58461,58466,58468,4,4,7,31.84698731940548,13.12845876974258,32.20322071340019,13.105091510674592,0.35623339399471377,-0.02336725906798698,0.357,opponent_possession_change,1948.7,1948.867
276,23,6,team_1,team_1,58676,58677,58679,0,34,15,17.474243534020925,6.9356990931186235,17.4720718179663,6.980640448038958,-0.0021717160546259606,0.044941354920334575,0.045,same_team_short_or_stationary_transition,1955.867,1955.9
277,6,16,team_1,team_1,58691,58710,58712,18,15,10,17.733809515327497,6.540313197603189,18.213014821263826,6.601649465863699,0.47920530593632904,0.06133626826050964,0.483,same_team_short_or_stationary_transition,1956.367,1957.0
278,16,23,team_1,team_1,58750,58766,58768,15,26,6,18.656492920931683,7.299987428797299,19.076150662603943,8.012904215056983,0.41965774167226044,0.7129167862596839,0.827,same_team_directed_transition,1958.333,1958.867
279,23,11,team_1,team_1,58781,58782,58784,0,7,4,19.518187838783046,8.646295506938372,19.552095929425192,8.700585104789608,0.033908090642146504,0.05428959785123588,0.064,same_team_short_or_stationary_transition,1959.367,1959.4
280,11,23,team_1,team_1,58785,58794,58796,8,4,24,19.608323758931736,8.756129849971689,20.6302397556163,9.546972625627292,1.021915996684566,0.7908427756556033,1.292,same_team_directed_transition,1959.5,1959.8
281,0,5,team_1,team_0,58996,59019,59021,22,3,6,30.384507470079193,22.870229400900623,29.839384669467357,23.149517176926544,-0.5451228006118356,0.2792877760259209,0.613,opponent_possession_change,1966.533,1967.3
282,26,6,team_1,team_1,59525,59537,59539,11,3,20,22.51044062856741,14.297765902983986,23.28865305171915,13.317152473870447,0.7782124231517429,-0.9806134291135393,1.252,same_team_directed_transition,1984.167,1984.567
283,32,16,team_1,team_1,59777,59778,59780,0,11,13,30.33664704070985,1.7150219030631004,30.30718882369548,1.751560526770831,-0.029458217014369126,0.03653862370773053,0.047,same_team_short_or_stationary_transition,1992.567,1992.6
284,16,1,team_1,team_1,59808,59831,59833,22,14,8,28.79127911553385,4.191170862445429,27.29247190759223,7.373700736387672,-1.4988072079416206,3.1825298739422427,3.518,same_team_directed_transition,1993.6,1994.367
285,1,12,team_1,team_0,60142,60162,60164,19,3,4,29.672648291520694,22.871492935280205,32.65289167975746,15.159627387187834,2.980243388236765,-7.711865548092371,8.268,opponent_possession_change,2004.733,2005.4
286,0,5,team_1,team_0,60974,60988,60990,13,18,5,25.23840151393938,14.736120336298196,26.406326823497775,15.03138165224176,1.1679253095583952,0.29526131594356464,1.205,opponent_possession_change,2032.467,2032.933
287,5,23,team_0,team_1,60992,61029,61031,36,5,11,26.637669313847564,15.153990194252113,30.955338087715592,18.294001114150404,4.317668773868029,3.140010919898291,5.339,opponent_possession_change,2033.067,2034.3
288,23,20,team_1,team_0,61039,61047,61049,7,11,13,31.915822741378147,18.995712308840083,32.5336001678069,19.453034480304837,0.6177774264287557,0.45732217146475307,0.769,opponent_possession_change,2034.633,2034.9
289,22,3,team_0,team_1,61421,61422,61424,0,4,3,10.471708462327946,18.178187986529192,10.483991845652003,18.069264700192488,0.012283383324056985,-0.10892328633670445,0.11,opponent_possession_change,2047.367,2047.4
